record_id,workload,loop_type,provenance,evaluation_count,independent_circuit_evaluations,measurement_groups_per_eval,shot_executions_per_eval,aggregate_ready,group_wave_ready,serial_evaluation_ready,critical_path_depth_lower,critical_path_depth_upper,compiled_dependency_wave,adaptive_feedback,mid_circuit_feedback_events,physical_measurement_supported,source,limitation
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r0_seed31,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r0_seed43,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r1_seed1017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r1_seed1023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r1_seed1031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r1_seed1043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r2_seed2017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r2_seed2023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r2_seed2031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r2_seed2043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r3_seed3017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r3_seed3023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r3_seed3031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_ml_digits_c2v4v6v8_256s_8q_d1_r3_seed3043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,31,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_chordal_4n_grid7_r0_seed43,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_chordal_4n_grid7_r2_seed2043,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_ladder_5n_grid7_r0_seed17,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_ladder_5n_grid7_r2_seed2017,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_ring_7n_grid7_r1_seed1023,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_qaoa_ring_7n_grid7_r3_seed3023,optimization,static_parameter_grid,source_audited_static_loop,49,49,1,10000,490000,490000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c116_sim_heisenberg_5q_4steps_r0_seed17,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,48,299,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c116_sim_heisenberg_5q_4steps_r1_seed1017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,48,299,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c116_sim_heisenberg_5q_4steps_r2_seed2017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,48,299,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c116_sim_heisenberg_5q_4steps_r3_seed3017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,48,299,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c117_chem_4q_l1_grid13_r2_seed2017,chemistry,static_parameter_candidate_sweep,source_audited_static_loop,29,29,3,100000,2900000,2356424,81256,11,30,True,False,0,True,benchmarks/workloads/run_practical_suite.py:run_chemistry,The implemented candidate list is generated before execution; this is not an adaptive VQE optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r0_seed17,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r0_seed23,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r0_seed31,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r0_seed43,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r1_seed1017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r1_seed1023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r1_seed1031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r1_seed1043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r2_seed2017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r2_seed2023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r2_seed2031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r2_seed2043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r3_seed3017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r3_seed3023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r3_seed3031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_ml_digits_c2v4v6v8_256s_8q_d2_r3_seed3043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,54,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_chordal_4n_grid9_r0_seed43,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_chordal_4n_grid9_r2_seed2043,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_ladder_5n_grid9_r0_seed17,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_ladder_5n_grid9_r2_seed2017,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_ring_7n_grid9_r1_seed1023,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_qaoa_ring_7n_grid9_r3_seed3023,optimization,static_parameter_grid,source_audited_static_loop,81,81,1,10000,810000,810000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c117_sim_heisenberg_5q_6steps_r0_seed17,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,72,445,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c117_sim_heisenberg_5q_6steps_r1_seed1017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,72,445,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c117_sim_heisenberg_5q_6steps_r2_seed2017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,72,445,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c117_sim_heisenberg_5q_6steps_r3_seed3017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,72,445,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c118_chem_4q_l1_grid17_r2_seed2017,chemistry,static_parameter_candidate_sweep,source_audited_static_loop,37,37,3,100000,3700000,3006472,81256,11,30,True,False,0,True,benchmarks/workloads/run_practical_suite.py:run_chemistry,The implemented candidate list is generated before execution; this is not an adaptive VQE optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r0_seed17,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r0_seed23,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r0_seed31,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r0_seed43,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r1_seed1017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r1_seed1023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r1_seed1031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r1_seed1043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r2_seed2017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r2_seed2023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r2_seed2031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r2_seed2043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r3_seed3017,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r3_seed3023,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r3_seed3031,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_ml_digits_c2v4v6v8_256s_10q_d1_r3_seed3043,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,2,39,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_chordal_4n_grid11_r0_seed43,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_chordal_4n_grid11_r2_seed2043,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,27,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_ladder_5n_grid11_r0_seed17,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_ladder_5n_grid11_r2_seed2017,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,30,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_ring_7n_grid11_r1_seed1023,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_qaoa_ring_7n_grid11_r3_seed3023,optimization,static_parameter_grid,source_audited_static_loop,121,121,1,10000,1210000,1210000,10000,5,42,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_optimization,The beta/gamma grid is independent and predeclared; this is not an adaptive QAOA optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c118_sim_heisenberg_5q_8steps_r0_seed17,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,96,591,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c118_sim_heisenberg_5q_8steps_r1_seed1017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,96,591,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c118_sim_heisenberg_5q_8steps_r2_seed2017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,96,591,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c118_sim_heisenberg_5q_8steps_r3_seed3017,simulation,single_unitary_evolution,source_audited_single_circuit,1,1,1,10000,10000,10000,10000,96,591,False,False,0,True,benchmarks/workloads/run_practical_suite.py:run_simulation,One Trotter circuit and one terminal Z observable.
practical_strongnative_32node_large128c0c127_20260704060230_c119_chem_h2_l2_grid17_r2_seed2017,chemistry,static_parameter_candidate_sweep,source_audited_static_loop,37,37,2,100000,3700000,3022493,81689,16,30,True,False,0,True,benchmarks/workloads/run_practical_suite.py:run_chemistry,The implemented candidate list is generated before execution; this is not an adaptive VQE optimizer trace.
practical_strongnative_32node_large128c0c127_20260704060230_c119_ml_digits_c2v4v6v8_256s_10q_d2_r0_seed17,ml,static_feature_circuit_batch,source_audited_static_loop,256,256,1,10000,2560000,2560000,10000,4,68,False,False,0,False,benchmarks/workloads/run_practical_suite.py:quantum_ml_features,"All sample circuits are independent, but real-amplitude feature extraction is not a directly measured observable."
